first Name,last Name,age,english,overseas_employment,australia_employment,qualifications,australia_study,specialist_qualification,credentialled,study_regional,partner,professional_year,visa
Margette,Callista,0,2,0,1,1,0,1,0,1,1,0,1
Deedee,Lea,2,2,3,2,4,1,0,1,1,3,0,2
Ricky,Tamar,0,2,0,2,0,0,0,1,1,2,1,2
Rozele,Morgun,1,0,1,3,3,0,0,0,1,3,1,3
Adriana,Rillings,3,3,2,1,2,0,1,1,0,3,1,1
Vonny,Ethban,0,3,2,3,1,1,0,0,0,0,0,3
Binny,Brieta,2,2,2,4,0,0,1,0,0,3,0,1
Lorie,Kelula,1,2,2,3,2,1,1,0,1,3,0,3
Annecorinne,Rese,1,1,2,1,3,0,1,0,1,1,0,2
Nelle,Myrilla,3,2,2,1,2,1,0,1,1,2,1,2
Kalina,Modie,4,0,0,4,4,0,1,1,0,2,0,1
Ariela,Pandolfi,2,1,2,3,3,0,1,0,0,1,1,1
Stacey,Ranjiv,4,1,3,1,4,1,0,1,1,0,1,0
Tomasina,Auberbach,2,2,3,1,4,1,0,1,1,1,0,1
Damaris,Claudine,1,0,3,3,4,1,1,1,1,2,0,1
Margette,Manolo,0,3,3,2,1,1,0,0,0,2,0,0
Taffy,Jess,3,1,0,2,2,0,0,0,1,1,1,3
Danika,Larochelle,4,3,0,1,2,0,1,1,0,1,0,3
Albertina,Shirberg,0,0,0,1,4,0,1,0,0,3,0,1
Karly,Tarrant,4,3,1,1,1,0,1,1,1,0,1,1
Kirstin,Gordon,0,3,0,0,4,0,0,1,0,2,1,2
Cindelyn,Linehan,1,2,1,2,0,0,0,1,0,1,0,3
Keelia,Hermes,4,1,3,3,2,1,1,1,0,2,0,0
Cindelyn,Odysseus,4,3,2,3,1,1,1,1,1,0,0,3
Camile,Juliet,1,3,2,3,2,0,0,1,1,0,0,2
Olwen,Flita,0,1,0,4,4,1,1,0,1,0,1,0
Donnie,Roche,2,0,3,0,2,0,1,1,0,0,1,3
Aurore,Odysseus,4,1,2,4,3,1,1,0,1,3,1,3
Carmela,Turne,2,2,3,3,2,1,0,1,0,0,0,1
Maryellen,Gavrila,0,1,0,3,3,1,0,1,0,2,0,0
Dania,Kussell,0,0,2,1,2,1,1,1,0,0,0,3
Mureil,Leifeste,0,2,3,3,2,1,1,1,1,1,0,0
Eolanda,Federica,0,0,1,4,2,1,0,0,1,0,1,3
Latisha,Sekofski,4,1,0,2,1,0,1,0,0,2,0,2
Doralynne,Reinke,3,0,2,0,3,0,0,1,0,0,0,2
Morganica,Middleton,0,3,2,4,3,0,1,1,1,0,1,0
Nanete,Philoo,2,0,2,1,0,0,0,1,1,3,1,3
Ninnetta,Rurik,3,0,1,3,2,1,0,1,1,1,1,3
Johna,Jacobah,2,3,0,4,3,1,0,0,0,0,0,2
Valera,Wyn,0,3,1,4,2,1,0,1,1,1,0,1
Dyann,Phyllis,2,2,3,3,1,1,0,0,1,3,1,2
Binny,Madaih,2,3,0,4,0,0,0,0,0,0,0,3
Pierette,Emanuel,1,2,1,4,4,0,0,1,1,1,1,3
Veda,Peti,0,0,0,2,0,0,1,0,0,1,0,1
Mellicent,Gaynor,3,0,0,4,3,0,1,0,1,2,1,0
Asia,Martsen,4,2,2,3,3,0,1,0,0,3,1,3
Elsie,Ovid,0,0,3,0,0,1,0,1,1,0,1,3
Pearline,Danby,4,0,1,2,3,1,1,0,0,0,0,2
Rosaline,Chesna,4,1,2,0,3,0,1,0,0,1,0,3
Keelia,Ammann,1,0,1,3,2,1,1,0,1,0,0,1
Mady,Bohlin,4,2,2,2,4,0,0,1,0,1,1,3
Caressa,Ardeha,3,1,3,1,3,0,0,1,1,2,1,0
Kittie,Kolnick,3,3,0,3,2,1,1,0,0,2,1,2
Dennie,Korey,4,0,0,0,2,0,0,0,0,0,1,1
Cherrita,Strephon,0,3,3,1,0,1,0,1,0,1,1,2
Cassandra,Tatianas,1,3,1,4,0,1,1,0,1,2,1,2
Noelle,Elbertina,1,3,0,3,4,1,0,0,1,3,1,2
Daryl,Killigrew,1,0,3,3,0,0,1,1,0,1,0,1
Norine,Juan,1,0,3,4,2,1,0,1,0,0,0,3
Selia,Wittie,4,3,2,2,1,1,1,1,0,2,1,2
Lorenza,Isacco,4,1,2,4,4,1,0,1,0,2,0,2
Hannis,Wilkinson,1,2,1,0,0,0,1,1,0,0,1,0
Debee,Seagraves,3,0,2,3,1,0,0,1,0,3,1,2
Hildegaard,Alejoa,3,2,2,0,0,1,1,1,0,0,0,0
Tressa,Amethist,2,1,0,0,0,0,0,1,0,1,0,2
Gwenneth,Gaynor,3,2,3,3,3,0,1,0,1,3,1,3
Mady,Jary,2,2,1,1,2,0,0,1,0,2,1,3
Louella,Rocray,1,0,0,2,4,1,1,0,1,1,0,3
Jsandye,Beniamino,1,1,0,4,0,1,1,1,1,2,0,3
Katharina,Schwejda,3,0,1,2,0,1,0,1,1,0,0,2
Marsiella,Roarke,0,1,2,1,4,1,0,0,1,0,1,3
Mara,Lilybelle,3,0,3,1,4,1,0,0,0,1,1,2
Meg,Amethist,0,2,3,2,4,0,0,1,1,1,0,2
Tilly,Lilas,0,0,2,1,0,0,1,1,0,3,1,2
Eve,Cressida,0,0,1,4,0,1,1,1,0,2,1,2
Willetta,Damarra,1,2,1,4,1,1,1,1,1,0,1,2
Elbertina,Skell,0,3,2,1,1,1,0,0,0,1,0,1
Phedra,Faso,2,1,0,0,3,1,0,1,1,0,0,1
Kristan,Richers,3,1,2,2,4,1,1,0,0,0,0,3
Vivia,Dermott,2,3,0,1,0,0,0,1,1,3,1,1
Brena,Alrich,1,3,1,2,2,0,0,1,0,0,0,0
Berta,Santoro,4,0,2,3,1,0,0,1,1,0,0,0
Dulcinea,Brenn,3,1,0,1,4,0,1,1,0,2,0,0
Sonni,Turne,4,1,0,3,3,1,1,1,0,1,0,0
Sidoney,Elephus,2,0,0,4,4,1,0,0,1,1,1,3
Christal,Malvino,1,0,2,3,3,1,1,0,0,2,0,1
Janeczka,Lumbard,4,3,0,1,4,1,1,1,0,0,0,2
Lonnie,Miru,3,2,1,1,4,0,1,1,0,0,0,3
Wilma,Isidore,2,1,0,4,2,0,0,1,0,2,1,2
Candy,Sallyann,2,3,1,2,4,0,0,1,1,3,0,3
Goldie,Eugenia,3,0,2,4,4,1,1,1,0,3,1,1
Dania,Arquit,1,2,0,2,4,0,1,0,1,0,1,2
Bibby,Ietta,4,1,3,2,0,1,1,0,0,2,0,0
Delilah,Genna,0,1,3,4,2,0,1,1,0,1,1,0
Dotty,McNully,4,2,0,2,1,0,0,0,0,2,0,2
Lynnea,Fabiola,2,1,1,2,4,0,1,0,1,1,1,1
Myrtice,Niles,2,1,3,0,4,1,1,0,1,2,0,1
Brana,Winnick,2,0,1,1,4,0,0,0,0,3,0,0
Livvyy,Tamsky,1,0,2,2,3,0,1,0,1,3,1,1
Minda,Brodench,1,2,1,2,1,0,1,0,1,2,1,3
Tabbatha,Dimitris,4,2,1,2,0,0,0,0,0,0,1,1
Merry,Sikorski,0,0,3,0,3,1,0,0,0,0,1,2
Ulrike,Richers,2,2,3,1,0,0,0,1,0,1,1,0
Lilith,Bakerman,0,0,1,3,2,0,0,0,1,0,1,0
Jacquetta,Knowling,0,1,3,0,2,0,1,0,1,3,0,0
Gianina,Ailyn,0,1,3,3,0,1,0,1,1,2,0,1
Ileana,Nickola,4,2,0,1,3,1,1,0,1,1,1,1
Bibby,Haymes,3,0,0,2,2,1,0,1,0,0,1,2
Asia,Caitlin,2,2,2,3,0,1,0,1,1,1,1,3
Bobinette,Jobi,3,3,2,3,2,1,1,0,1,1,1,2
Brooks,Gaspard,0,3,3,4,2,0,0,0,1,0,1,1
Emylee,Hachmin,4,3,2,2,4,1,0,1,1,3,1,2
Lanna,Vivle,0,3,3,3,0,0,1,0,0,3,0,2
Harmonia,Esmaria,1,1,3,3,0,0,0,1,0,0,0,1
Jan,Marlie,1,3,1,2,4,1,0,1,1,1,1,3
Stacey,Colp,0,3,2,0,1,0,0,1,0,2,0,1
Brynna,Daniele,3,0,1,0,4,0,0,0,1,1,1,2
Maud,Payson,2,0,1,3,3,0,1,0,0,0,0,3
Rebeca,Guthrie,0,3,2,3,1,0,1,1,0,0,0,0
Sandie,Hanshaw,4,1,3,2,1,0,1,0,1,3,1,3
Alyssa,Garrison,0,1,2,4,4,0,0,1,0,0,0,1
Tori,Christine,1,3,3,4,2,1,1,0,0,2,1,0
Odessa,Knowling,2,0,3,4,3,1,0,0,1,3,0,1
Vinita,Sparhawk,1,1,1,2,3,1,0,1,1,1,0,1
Gale,Georgy,2,3,1,1,0,0,0,0,0,1,0,3
Peri,Bethany,0,1,1,1,3,1,0,1,1,3,0,2
Amii,Primalia,1,0,2,0,3,1,0,1,0,3,0,0
Asia,Hathaway,4,2,2,2,0,1,1,1,0,2,1,1
Arlena,Genna,1,3,2,4,3,0,0,1,0,2,1,2
Augustine,Zenas,2,3,2,3,4,1,0,0,0,2,1,0
Alyssa,Aloise,4,3,3,2,4,0,1,1,1,0,1,2
Jessamyn,Tryck,4,1,3,2,0,0,1,0,1,3,0,3
Bertine,Libna,2,0,3,4,0,0,0,1,1,3,1,2
June,Francene,4,2,3,3,3,0,0,0,1,3,0,2
Lorie,Casimir,3,1,3,2,4,1,1,0,0,2,0,3
Beverley,Tatianas,4,0,3,2,3,0,0,1,0,3,0,1
Dyann,Dreda,3,1,0,1,4,0,0,0,0,2,1,3
Dione,Freddi,0,3,0,4,2,0,0,1,0,3,0,2
Norine,Waite,3,2,0,4,0,1,1,0,1,2,0,3
Marjie,Iaverne,1,2,2,1,3,0,1,1,0,2,1,3
Mamie,Celestine,3,1,1,2,1,0,1,0,0,0,1,2
Christy,Stuart,1,3,2,3,4,0,0,1,1,2,0,3
Catrina,Dominy,1,0,0,1,0,1,1,1,1,3,0,3
Ottilie,Maurine,1,3,1,3,1,0,0,0,0,0,1,3
Estell,Koziara,3,2,3,3,2,0,0,0,1,0,0,1
Maye,Solitta,0,3,3,3,0,1,0,0,1,3,0,2
Lesly,Daveta,4,0,0,3,0,1,1,0,1,2,1,1
Grier,Hartnett,4,0,0,4,4,1,0,1,1,3,0,3
Viviene,Serilda,2,2,0,1,1,1,1,0,1,2,1,1
Binny,Santoro,1,3,1,1,1,0,1,1,1,3,1,3
Kate,Thad,4,0,0,0,2,1,0,0,0,2,1,1
Nannie,Vastah,0,1,3,4,1,1,0,1,1,1,1,0
Karina,Seessel,1,2,1,2,2,1,1,0,1,0,0,0
Cordi,Goldina,4,3,0,2,3,1,0,1,1,2,0,3
Pierette,Swanhildas,2,0,1,0,3,0,1,1,0,2,0,2
Konstance,Berl,0,0,1,2,4,0,0,1,1,3,0,1
Albertina,Gaal,2,0,1,3,0,0,0,1,0,0,1,0
Amelia,Loleta,0,3,2,3,1,0,0,1,0,2,1,2
Dede,Kevon,4,3,1,2,4,0,1,1,0,2,1,1
Lynnea,Barbey,1,0,2,2,0,0,0,0,1,2,1,1
Winifred,Gwenore,4,2,3,1,1,0,0,1,0,1,1,0
Ilse,Ciro,2,1,2,0,0,0,0,1,0,3,0,1
Rhoda,Koehler,1,0,0,1,0,1,0,0,0,3,0,1
Feliza,Blake,3,3,1,0,4,1,0,0,1,3,1,2
Perry,Malvino,3,1,1,2,4,1,1,0,0,1,0,2
Roseline,Taima,1,3,0,3,2,0,1,1,0,3,0,3
Laurene,Laurianne,4,1,1,1,1,0,0,0,0,3,0,3
Gianina,Celestine,4,3,3,1,1,0,0,1,1,1,0,2
Mary,Katrine,2,1,2,2,2,0,1,0,0,1,1,1
Peri,Dex,2,3,0,2,0,0,1,0,0,0,0,0
Tersina,Dosia,1,1,3,1,0,1,0,0,0,1,1,3
Lisette,Mich,4,0,1,1,3,1,1,1,1,3,1,2
Queenie,Pettiford,3,0,1,4,0,1,0,1,0,1,1,3
Paule,Eldrid,1,2,3,3,1,1,1,1,0,0,1,0
Therine,Riva,1,3,3,2,2,0,0,0,0,2,0,1
Molli,Atcliffe,4,3,2,1,2,0,0,0,0,0,1,2
Alameda,Eldrid,2,3,2,4,4,1,1,0,1,3,1,0
Minda,Creamer,2,3,1,1,4,0,0,1,0,0,0,3
Annecorinne,Wallis,1,3,3,3,1,0,0,1,0,0,0,2
Phedra,Elsinore,0,3,0,1,1,1,0,0,0,1,1,3
Estell,Gibbeon,1,3,0,2,2,0,0,0,1,0,1,3
Letizia,Rona,1,0,0,0,1,0,1,0,1,1,0,1
Brynna,Tengdin,1,2,1,3,0,0,0,0,1,1,0,0
Felice,Bach,2,0,2,0,1,1,1,1,1,1,0,0
Atlanta,Dudley,4,1,3,3,2,1,0,0,0,1,1,3
Candy,Lattie,4,3,0,3,0,0,0,0,0,3,1,0
Binny,Parette,2,3,0,1,2,0,1,0,0,3,0,1
Shell,Pillsbury,3,0,3,4,2,0,0,1,1,3,0,2
Averyl,Euridice,1,0,0,4,0,1,1,1,1,0,0,0
Gui,Afton,2,1,2,2,3,0,1,0,0,0,0,2
Elmira,Dielu,2,0,0,3,1,1,1,1,1,2,1,2
Zondra,Guildroy,0,1,0,0,4,0,0,0,0,3,1,3
Ada,Anderea,3,1,2,3,4,1,0,1,0,2,1,0
Elsie,Sasnett,2,0,1,0,4,0,0,0,1,3,1,3
Liana,Iaverne,3,2,3,4,4,1,0,1,1,2,0,0
Mignon,Jammal,1,3,0,1,4,1,1,0,0,0,1,0
Nickie,Thornburg,1,0,0,0,2,0,0,1,1,0,0,0
Arlina,Nikaniki,4,1,2,1,4,1,1,1,0,0,0,2
Jacenta,Dituri,4,1,3,4,2,1,0,1,0,1,0,2
Gerianna,Danby,0,2,1,4,2,1,0,1,1,2,1,3
Julieta,Taima,0,0,2,2,2,1,1,1,1,0,1,1
Shel,Heisel,4,0,3,1,4,0,1,0,1,0,1,1
Anallese,Connelly,1,0,1,3,0,0,1,1,1,2,1,0
Rani,Standing,3,2,1,0,1,1,0,0,0,1,0,1
Leona,Pascia,0,2,0,3,3,0,1,0,0,0,0,0
Coral,Fennessy,3,1,0,1,4,1,0,1,0,1,0,2
Elie,Chapland,3,3,1,4,4,0,0,1,0,2,1,1
Marguerite,Granoff,4,3,0,4,0,0,0,1,0,2,1,1
Aurore,Cressida,0,0,1,1,0,0,0,0,0,0,1,3
Riannon,Nedrud,3,0,2,1,2,1,0,0,1,0,0,2
Sam,Pauly,3,0,2,4,0,1,0,0,1,2,0,2
Cyb,Paine,4,2,2,4,0,0,0,0,0,2,0,1
Nikki,Karylin,0,2,1,3,0,0,0,1,0,0,0,1
Fidelia,Ioab,4,3,3,1,1,1,1,1,1,1,0,1
Lucy,Henrie,0,3,0,2,3,0,0,0,0,3,1,1
Beatriz,Ailyn,4,1,0,3,1,1,0,1,1,2,0,0
Trixi,Whiffen,2,0,3,4,0,1,0,0,0,3,1,1
Carmela,Kinnard,0,2,1,2,2,1,1,1,0,3,1,1
Carol-Jean,Marden,4,1,2,1,1,1,1,1,0,3,1,3
Zia,Evangelia,4,3,1,2,0,0,0,0,1,0,0,3
Angelique,Merna,4,2,1,3,3,0,1,1,1,2,1,3
Meriel,Suzetta,1,1,1,4,0,1,0,0,0,1,1,2
Lauryn,Penelopa,1,3,0,1,0,1,0,0,0,1,0,1
Roseline,Alwin,1,0,1,2,0,0,0,1,0,1,0,1
Hildegaard,Eno,1,0,2,2,4,0,0,0,1,0,1,1
Linzy,Rooney,1,2,2,2,3,1,1,1,1,0,1,1
Corly,Kazimir,0,2,3,0,3,1,0,0,0,3,1,2
Quintina,Waldron,0,0,1,1,1,0,1,0,0,3,1,3
Kathi,Lindemann,0,3,0,1,3,0,0,1,1,2,1,2
Raquela,Yate,3,0,3,3,1,0,0,1,0,3,1,0
Emylee,Anastatius,1,0,3,4,2,0,0,1,0,1,0,1
Gaylene,Yuille,4,1,0,3,3,0,0,0,1,3,1,1
Adriana,Thunell,2,0,2,4,0,1,0,0,0,0,0,1
Sam,Ethban,3,2,1,2,0,1,1,0,1,2,1,0
Elyssa,Thar,2,1,2,2,0,1,0,0,1,3,0,1
Rosaline,Cutlerr,4,2,1,2,1,0,1,1,1,0,0,1
Verla,Sibyls,2,3,1,1,0,1,1,0,1,3,1,2
Catharine,Stevy,1,1,2,1,2,1,0,1,1,3,0,1
Pierette,Percy,2,3,2,3,3,1,0,0,1,3,1,2
Melodie,Ruvolo,0,1,0,4,0,0,0,1,0,1,0,1
Juliane,Phaidra,4,3,0,4,0,0,0,0,0,2,1,1
Brietta,Vins,2,2,1,2,0,1,0,1,1,0,0,1
Albertina,Leonard,0,3,0,0,3,1,1,0,0,3,1,1
Quintina,Christal,4,3,1,4,1,0,0,0,0,2,1,2
Rayna,Raul,3,2,3,0,4,0,1,0,0,0,1,3
Ezmeralda,Trey,4,1,2,0,3,1,0,0,0,3,1,2
Robbi,Mauer,4,1,3,0,2,1,1,0,0,0,1,0
Nicoli,Armanda,4,0,2,1,0,0,1,0,0,3,0,0
Johna,Cleo,2,2,3,2,2,1,0,0,1,1,1,0
Sindee,Carleen,3,3,0,2,3,1,0,1,1,0,1,3
Babita,Lay,3,0,0,2,3,1,1,0,0,0,1,2
Jan,Eldrid,3,3,1,4,0,0,1,0,1,1,1,0
Berta,Jarib,3,2,3,0,0,1,1,0,0,3,1,0
Glenda,Malvino,0,1,2,2,1,1,0,1,1,0,1,3
Lizzie,Kylander,1,1,3,3,0,0,0,1,1,1,0,0
Lucy,Vilma,4,0,0,3,3,1,0,1,0,1,1,0
Rhoda,Terrence,2,3,2,0,4,0,0,1,1,2,1,0
Luci,Grimbly,0,1,2,4,3,0,0,1,1,1,0,2
Nikki,Meli,0,2,3,1,2,1,1,0,1,2,0,2
Jorry,Fennessy,0,1,3,4,0,0,1,1,0,0,0,2
Chere,Wattenberg,4,3,0,4,4,1,1,1,1,1,1,3
Ruthe,Israeli,2,2,2,3,1,1,1,0,1,1,1,3
Wendi,Leffen,1,0,3,4,3,1,1,0,1,1,0,2
Frances,Si,4,3,1,2,3,0,0,1,0,1,0,1
Vevay,Joseph,2,0,1,2,0,1,1,1,0,3,0,1
Dulcinea,Eiser,3,1,2,2,1,1,1,1,0,3,0,3
Beth,Greyson,3,1,3,1,4,0,0,0,1,1,1,0
Cindelyn,Aldric,2,1,2,2,2,1,1,0,0,3,0,3
Brietta,Kristi,1,3,0,4,3,1,1,1,0,2,0,3
Sibella,Carolin,3,3,3,3,4,1,0,1,1,1,1,1
Gavrielle,Grimbly,1,3,2,0,0,1,1,0,1,0,0,2
Hildegaard,Baptlsta,0,3,2,1,2,1,1,0,0,3,0,0
Roz,Hoban,4,3,3,4,4,0,0,0,0,1,0,3
Alleen,Brandice,4,3,2,0,0,1,1,0,1,1,0,3
Marcelline,Ries,3,3,3,1,0,0,1,1,0,1,0,1
Johna,Belanger,0,1,1,0,4,1,0,0,0,1,0,3
Chere,Orlene,4,0,3,3,4,0,0,1,0,3,1,2
Minne,Ricarda,0,3,3,2,2,1,1,1,1,0,1,1
Dennie,Socha,2,3,1,4,4,1,1,0,1,2,1,3
Collen,Alcott,1,3,2,4,1,0,1,1,1,2,0,0
Carmencita,Aaberg,3,3,3,3,3,0,0,0,0,2,1,2
Rosene,Arley,3,0,2,1,1,1,0,1,1,3,0,1
Annora,Sawtelle,2,3,2,1,2,0,0,1,0,0,0,1
Melina,Luhe,0,3,2,2,2,1,1,0,0,0,0,2
Susan,Shelba,3,1,2,1,0,0,1,0,1,2,0,1
Pamella,Lewes,1,1,1,0,0,0,0,1,0,1,0,3
Sonni,Kesley,4,0,1,1,0,0,1,1,0,2,1,0
Layla,Jammal,4,0,2,2,2,0,0,1,1,1,0,1
Sibella,Liebermann,3,0,3,2,3,1,1,0,0,3,0,3
Ofilia,Pillsbury,4,3,2,2,0,1,1,0,1,1,0,1
Roxane,Barbey,1,2,0,1,4,1,1,1,0,2,0,3
Raquela,Hoenack,1,2,1,2,2,0,1,1,0,1,0,2
Christy,My,2,3,1,4,3,0,1,1,0,1,0,3
Mureil,Sholley,3,2,3,3,3,1,0,0,0,3,0,2
Nariko,Bord,1,2,2,1,4,0,0,1,1,2,1,1
Henriette,Toor,3,0,2,0,3,0,0,0,0,1,1,3
Elvira,Cleavland,2,3,0,0,3,1,1,1,0,0,1,0
Selma,Kylander,0,1,3,4,1,1,1,1,0,1,0,0
Brietta,Jacqui,3,3,0,1,4,0,0,1,1,2,1,1
Gisela,Eliathas,0,3,1,1,4,1,1,1,1,0,1,2
Trudie,Lilas,0,3,3,1,3,0,1,1,1,1,0,1
Rozele,Lunsford,0,3,3,2,0,1,0,1,0,3,1,1
Elie,Kermit,0,3,3,2,4,1,0,1,0,1,1,1
Elvira,Rosette,1,2,1,3,1,0,1,1,1,2,1,2
Micheline,Ammann,0,3,3,0,3,0,0,0,1,3,1,2
Allyce,Rillings,4,2,1,4,2,0,1,1,1,0,0,1
Lucy,Trinetta,2,3,0,1,3,1,0,0,0,2,0,1
Courtnay,Ehrman,0,3,3,4,0,1,0,1,1,0,1,2
Emylee,An,3,0,1,4,2,1,0,1,1,1,1,2
Sashenka,Wenda,1,0,2,0,1,0,0,1,1,1,0,2
Blake,Buckler,1,2,3,1,0,0,0,1,0,0,1,3
Fanchon,Bahr,0,1,2,2,0,0,0,1,1,3,1,3
Jenda,Adalbert,4,1,2,0,3,1,0,1,1,3,1,2
Winny,Jotham,0,2,3,2,4,0,1,0,1,1,1,0
Konstance,Ricarda,3,2,3,1,3,0,1,0,1,0,1,0
Lily,Cadmar,3,2,0,4,2,1,0,1,1,3,0,2
Viki,Waldron,2,2,0,3,0,1,0,1,1,2,1,2
Yolane,Curren,2,0,1,4,3,0,0,0,1,0,0,0
Ariela,Arquit,4,3,3,1,1,0,1,1,1,3,0,0
Alleen,Tayib,3,2,0,4,3,1,0,0,1,2,0,2
Hannis,Pattin,2,0,3,1,0,0,1,0,0,0,1,2
Danika,Ophelia,2,0,3,1,3,1,0,1,0,3,1,3
Fredericka,Borrell,4,3,2,4,4,0,0,1,0,1,1,1
Glenda,Secrest,2,0,3,3,0,1,0,0,0,2,0,0
Jean,Zitvaa,4,1,1,0,2,0,1,0,1,3,1,2
Oralee,Jillane,1,2,0,2,3,0,1,0,0,2,0,1
Talya,Hertzfeld,4,1,0,2,2,1,0,1,0,3,0,1
Barbara,Lory,1,3,1,3,1,0,1,0,1,1,0,3
Di,Zina,2,3,2,2,1,1,1,0,1,0,1,3
Catharine,Waldron,2,1,0,2,1,1,1,0,0,2,0,1
Emma,Phyllis,3,3,1,4,1,1,1,0,0,0,0,3
Lita,Dielu,3,1,2,3,2,1,1,0,0,3,1,1
Cathyleen,Granoff,3,3,1,0,0,0,1,0,0,2,0,2
Tilly,Stephie,0,2,0,2,3,0,1,0,0,1,1,3
Aeriela,Faso,2,2,2,2,4,0,0,0,0,2,0,3
Pearline,Kauppi,1,3,2,3,2,0,1,1,1,0,0,3
Danika,Prober,2,2,0,3,3,1,1,0,1,3,0,1
Joelly,Raychel,4,3,0,2,0,1,0,1,0,1,1,1
Mignon,Saree,3,0,1,4,0,1,0,0,1,3,0,0
Dorthy,Salchunas,4,0,2,4,3,1,0,0,1,2,0,0
Nananne,Adrienne,0,3,2,2,4,1,0,0,0,1,0,3
Drucie,Cavan,0,3,2,0,4,0,0,0,1,2,1,1
Gloria,Atcliffe,3,0,3,4,2,0,0,0,1,2,1,2
Melodie,Garrison,4,3,2,4,0,1,0,0,0,3,1,3
Philis,Baudin,0,3,2,4,0,1,1,1,0,3,1,2
Neila,Vivle,0,2,3,0,3,0,0,0,1,0,1,0
Selma,Anderea,4,3,2,4,0,0,0,1,1,1,0,3
Amii,Pip,0,0,0,0,1,1,1,0,1,2,1,1
Mathilda,Lucienne,2,1,0,3,4,1,1,1,0,1,1,3
Allyce,Cookie,4,1,1,0,3,0,0,0,1,0,1,2
Keelia,Shaver,4,2,1,4,2,1,1,0,0,3,1,2
Lauryn,Tristram,2,2,0,1,3,0,0,1,1,0,0,3
Amara,Plato,1,3,2,1,1,0,1,0,0,0,0,2
Clary,Thar,3,1,2,3,1,0,0,0,1,3,0,1
Bibby,Ciapas,4,1,1,0,2,1,1,0,1,0,1,0
Brandise,Sidonius,4,3,1,1,3,1,1,0,1,2,1,3
Reeba,Felizio,1,1,2,1,0,0,1,0,0,0,1,3
Kial,Moina,4,0,0,3,0,1,1,1,1,2,1,2
Beatriz,Seligman,4,0,0,3,1,0,0,1,1,2,1,3
Ida,Erb,0,2,0,1,2,1,1,1,0,3,1,1
Celestyna,Bearnard,1,1,1,1,2,0,1,0,1,2,1,0
Kaja,Dalli,0,1,3,1,4,0,1,0,0,1,1,1
Amelia,Deegan,4,0,2,4,4,1,1,1,0,0,0,2
Aaren,Delp,3,1,0,0,4,0,0,0,1,0,0,2
Nonnah,Westphal,4,3,3,4,3,0,0,0,0,0,0,0
Aaren,Haldas,4,1,2,0,1,0,1,1,0,0,0,1
Queenie,Truc,0,0,3,2,3,1,0,0,0,0,1,0
Antonietta,Letsou,4,2,3,1,2,0,1,1,1,0,0,3
Carilyn,Linskey,0,0,0,4,0,1,0,0,0,3,1,3
Chandra,Marijo,1,2,3,1,1,1,1,1,0,0,0,0
Elfreda,Meter,3,1,1,3,1,1,1,1,1,2,1,3
Kristina,Rudolph,1,0,3,3,3,1,1,0,1,0,0,2
Dawn,Loring,1,1,3,1,4,1,1,1,0,0,0,3
Reeba,Waldron,3,1,1,0,2,1,0,1,1,2,0,2
Janenna,Tamar,0,1,1,1,2,1,0,0,0,2,1,3
Carol-Jean,Dorothy,4,2,0,0,4,0,0,0,1,3,1,2
Vita,Johanna,2,1,1,3,1,0,1,1,0,2,0,1
Vivia,Loring,4,2,2,3,3,1,1,1,0,1,1,3
Dagmar,Kelula,4,0,1,0,1,1,1,0,1,3,1,0
Frieda,Olnee,4,2,2,0,0,1,0,1,1,2,1,3
Coral,Brunell,4,0,1,0,3,0,0,0,0,3,1,0
Darci,Shama,0,0,2,1,1,1,1,1,0,0,1,0
Trudie,Lay,3,0,2,1,2,1,0,0,1,1,1,2
Kittie,Gusella,4,2,1,4,1,1,1,0,1,0,0,3
Katharina,Wandie,4,0,1,2,3,0,1,1,0,2,0,0
Fernande,Willie,0,1,3,4,0,0,0,1,0,3,1,0
Bee,Shelba,4,2,0,0,2,0,1,0,0,1,1,2
Calla,Ailyn,3,1,1,1,1,1,1,0,0,0,0,2
Emilia,Dosia,2,3,2,1,4,0,1,1,1,2,0,0
Beth,Danby,1,0,0,3,2,1,1,0,1,1,0,1
Cherrita,Catie,2,2,1,1,1,1,0,1,0,0,1,1
Isa,Federica,0,0,0,0,1,0,0,1,1,3,0,0
Tori,Paine,3,2,3,1,0,1,1,0,0,2,1,1
Suzette,Berriman,0,0,3,0,3,1,0,0,1,1,0,2
Kimberley,Stuart,4,3,0,2,4,1,0,0,0,2,0,0
Ulrike,Lacombe,1,3,2,1,2,0,0,1,0,1,0,0
Shell,Alejoa,3,0,0,3,2,1,1,0,0,0,1,0
Ursulina,Jarib,1,2,0,3,4,0,0,0,0,3,0,2
Abbie,Baudin,0,1,0,2,1,0,0,1,1,2,0,0
Lulita,Primalia,1,1,0,3,2,0,1,0,1,3,1,2
Mallory,Tound,2,1,1,1,1,0,1,1,1,0,0,2
Daphne,Danby,0,2,0,3,3,1,0,0,0,1,0,2
Luci,Zitvaa,3,1,3,4,3,0,1,0,0,3,1,0
Cordi,Kare,2,2,3,4,4,1,0,1,0,2,1,1
Netty,Fontana,1,2,2,3,2,0,1,1,0,0,0,0
Gloria,Ulphia,4,0,2,4,2,0,0,0,1,2,0,3
Perry,Chaing,2,2,2,3,2,1,0,1,0,1,1,1
Almeta,Suk,3,3,0,4,3,1,1,1,1,0,1,1
Regina,Martsen,1,0,0,1,2,0,0,1,1,1,0,2
